vi,cn
"Duy thử nhị quốc,",維此二國，
Kỳ chính bất hoạch.,其政不獲。
"Duy bỉ tứ quốc,",維彼四國，
Viên cứu viên đạc.,爰究爰度。
"Thượng đế kỳ chi,",上帝耆之，
Tăng kỳ thức khoách.,憎其式廓。
"Nãi quyến tây cố,",乃眷西顧，
Thử duy dữ trạch.,此維與宅。
"Tác chi bính chi,",作之屏之，
"Kỳ tri kỳ ế,",其菑其翳。
"Tu chi bình chi,",修之平之，
Kỳ quán kỳ lệ.,其灌其栵。
"Khải chi tịch chi,",啓之辟之，
Kỳ sanh kỳ cư.,其檉其椐。
"Nhương chi thích chi,",攘之剔之，
Kỳ yếm kỳ đố.,其檿其柘。
"Đế thiên minh đức,",帝遷明德，
Quán di tái lộ.,串夷載路。
"Thiên lập quyết phối,",天立厥配，
Thụ mệnh ký cố.,受命既固。
"Đế tỉnh Kỳ Sơn,",帝省其山，
"Tạc vực tư bội,",柞棫斯拔，
Tùng bách tư đoài.,松柏斯兌。
"Đế tác bang tác đối,",帝作邦作對，
"Tự Thái Bá, Vương Quý.",自太伯王季。
"Duy thử Vương Quý,",維此王季，
Nhân tâm tắc hữu.,因心則友。
"Tắc hữu kỳ huynh,",則友其兄，
"Tắc đốc kỳ khánh,",則篤其慶，
Tái tích chi quang.,載錫之光。
"Thụ lộc vô táng,",受祿無喪，
Yêm hữu tứ phương.,奄有四方。
"Duy thử Vương Quý,",維此王季，
Đế đạc kỳ tâm.,帝度其心。
"Mạch kỳ đức âm,",貊其德音，
Kỳ đức khắc minh.,其德克明。
"Khắc minh khắc loại,",克明克類，
Khắc trưởng khắc quân.,克長克君。
"Vương thử đại bang,",王此大邦，
Khắc thuận khắc tỷ.,克順克比。
"Tỷ vu Văn Vương,",比于文王，
Kỳ đức mỹ hối.,其德靡悔。
"Ký thụ đế chỉ,",既受帝祉，
Dị vu tôn tử.,施于孫子。
Đế vị Văn Vương:,帝謂文王：
"Vô nhiên bạn viện,",無然畔援，
"Vô nhiên hâm tiễn,",無然歆羨，
Đản tiên đăng vu ngạn.,誕先登于岸。
"Mật nhân bất cung,",密人不恭，
"Cảm cự đại bang,",敢距大邦，
Xâm Nguyễn tồ cung.,侵阮徂共。
"Vương hách tư nộ,",王赫斯怒，
"Viên chỉnh kỳ lữ,",爰整其旅，
Dĩ án tồ lữ.,以按徂旅。
"Dĩ đốc Chu hỗ,",以篤周祜，
Dĩ đối vu thiên hạ.,以對于天下。
"Y kỳ tại kinh,",依其在京，
Xâm tại Nguyễn cương.,侵在阮疆。
"Trắc ngã cao cương,",陟我高岡，
Vô thỉ ngã lăng.,無矢我陵。
"Ngã lăng ngã a,",我陵我阿，
"Vô ẩm ngã tuyền,",無飲我泉，
Ngã tuyền ngã trì.,我泉我池！
"Độ kỳ tiên nguyên,",度其鮮原，
"Cư Kỳ chi dương,",居岐之陽，
Tại Vị chi tương.,在渭之將。
"Vạn bang chi phương,",萬邦之方，
Hạ dân chi vương.,下民之王。
Đế vị Văn Vương:,帝謂文王：
"Dư hoài minh đức,",予懷明德，
"Bất đại thanh dĩ sắc,",不大聲以色，
Bất trưởng hạ dĩ cách.,不長夏以革。
"Bất thức bất tri,",不識不知，
Thuận đế chi tắc.,順帝之則。
Đế vị Văn Vương:,帝謂文王：
"Tuân nhĩ cừu phương,",詢爾仇方，
Đồng nhĩ huynh đệ.,同爾兄弟。
"Dĩ nhĩ câu viên,",以爾鉤援，
"Dữ nhĩ lâm xung,",與爾臨衝，
Dĩ phạt Sùng dung.,以伐崇墉。
"Lâm xung nhàn nhàn,",臨衝閑閑，
"Sùng dung ngôn ngôn,",崇墉言言，
"Chấp tấn liên liên,",執訊連連，
Du quắc an an.,攸馘安安。
"Thị loại thị mã,",是類是禡，
"Thị trí thị phụ,",是致是附，
Tứ phương dĩ vô vũ.,四方以無侮。
"Lâm xung phất phất,",臨衝茀茀，
Sùng dung ngật ngật.,崇墉仡仡。
"Thị phạt thị tứ,",是伐是肆，
"Thị tuyệt thị hốt,",是絕是忽，
Tứ phương dĩ vô phất.,四方以無拂。
"Hoàng hoàng giả hoa,",皇皇者華，
Vu bỉ nguyên thấp;,於彼原隰。
"Tuy tuy chinh phu,",駪駪征夫，
Mỗi hoài mỹ cập.,每懷靡及。
"Ngã mã duy cu,",我馬維駒，
Lục bí như nhu;,六轡如濡。
"Tải trì tải khu,",載馳載驅，
Chu viên tư tưu.,周爰咨諏。
"Ngã mã duy kỳ,",我馬維騏，
Lục bí như ti;,六轡如絲。
"Tải trì tải khu,",載馳載驅，
Chu viên tư mưu.,周爰咨謀。
"Ngã mã duy lạc,",我馬維駱，
Lục bí ốc nhược;,六轡沃若。
"Tải trì tải khu,",載馳載驅，
Chu viên tư đê.,周爰咨度。
"Ngã mã duy nhân,",我馬維骃，
Lục bí ký quân;,六轡既均。
"Tải trì tải khu,",載馳載驅，
Chu viên tư tuân.,周爰咨詢。
"Hoành môn chi hạ,",衡門之下，
Khả dĩ tê trì.,可以棲遲。
"Bí chi dương dương,",泌之洋洋，
Khả dĩ lạc cơ.,可以樂饑。
"Khỉ kỳ thực ngư,",豈其食魚，
Tất hà chi phòng?,必河之魴？
"Khỉ kỳ thú thê,",豈其娶妻，
Tất Tề chi Khương?,必齊之姜？
"Khỉ kỳ thực ngư,",豈其食魚，
Tất hà chi lý?,必河之鯉？
"Khỉ kỳ thú thê,",豈其娶妻，
Tất Tống chi Tỉ?,必宋之子？
"Hoàn lan chi chi,",芄蘭之支，
Đồng tử bội huề.,童子佩觿。
"Tuy tắc bội huề,",雖則佩觿，
Năng bất ngã tri.,能不我知。
Dung hề toại hề!,容兮遂兮，
Thuỳ đái quỵ hề!,垂帶悸兮。
"Hoàn lan chi diệp,",芄蘭之葉，
Đồng tử bội thiếp.,童子佩韘。
"Tuy tắc bội thiếp,",雖則佩韘，
Năng bất ngã giáp.,能不我甲。
Dung hề toại hề!,容兮遂兮，
Thuỳ đái quỵ hề!,垂帶悸兮。
"Phiên phiên hồ diệp,",幡幡瓠葉，
Thái chi hanh chi.,采之亨之。
"Quân tử hữu tửu,",君子有酒，
Chước ngôn thường chi.,酌言嘗之。
"Hữu thố tư thủ,",有兔斯首，
Pháo chi phàn chi.,炮之燔之。
"Quân tử hữu tửu,",君子有酒，
Chước ngôn hiến chi.,酌言獻之。
"Hữu thố tư thủ,",有兔斯首，
Phần chi trước chi.,燔之炙之。
"Quân tử hữu tửu,",君子有酒，
Chước ngôn tạc chi.,酌言酢之。
"Hữu thố tư thủ,",有兔斯首，
Phần chi pháo chi.,燔之炮之。
"Quân tử hữu tửu,",君子有酒，
Chước ngôn thù chi.,酌言酬之。
"Hùng trĩ vu phi,",雄雉于飛，
Dị dị kỳ vũ.,泄泄其羽。
Ngã chi hoài hĩ!,我之懷矣，
Tự di y trở.,自詒伊阻。
"Hùng trĩ vu phi,",雄雉于飛，
Há thướng kỳ âm.,下上其音。
Triển hĩ quân tử!,展矣君子，
Thực lao ngã tâm.,實勞我心。
"Chiêm bỉ nhật nguyệt,",瞻彼日月，
Du du ngã ti.,悠悠我思。
"Đạo chi vân viễn,",道之云遠，
Hạt vân năng ly.,曷云能來？
"Bách nhĩ quân tử,",百爾君子，
Bất tri đức hàng.,不知德行。
"Bất chí bất cầu,",不忮不求，
Hà dụng bất tang?,何用不臧。
"Hữu bật, hữu bật,",有駜有駜，
Bật bỉ thặng hoàng.,駜彼乘黃。
"Túc dạ tại công,",夙夜在公，
Tại công minh minh.,在公明明。
"Chấn chấn lộ,",振振鷺，
Lộ vu hạ.,鷺于下。
"Cổ ân ân,",鼓咽咽，
Tuý ngôn vũ.,醉言舞。
Vu tư lạc hề.,于胥樂兮。
"Hữu bật hữu bật,",有駜有駜，
Bật bỉ thặng mẫu.,駜彼乘牡。
"Túc dạ tại công,",夙夜在公，
Tại công ẩm tửu.,在公飲酒。
"Chấn chấn lộ,",振振鷺，
Lộ vu phi.,鷺于飛。
"Cổ ân ân,",鼓咽咽，
Tuý ngôn quy.,醉言歸。
Vu tư lạc hề.,于胥樂兮。
"Hữu bật hữu bật,",有駜有駜，
Bật bỉ thặng huyến.,駜彼乘駽。
"Túc dạ tại công,",夙夜在公，
Tại công tái yến.,在公載燕。
"Tự kim dĩ thuỷ,",自今以始，
Tuế kỳ hữu.,歲其有。
"Quân tử hữu cốc,",君子有穀，
Di tôn tử.,詒孫子。
Vu tư lạc hề.,于胥樂兮。
"Hữu cổ hữu cổ,",有瞽有瞽，
Tại Chu chi đình.,在周之庭。
"Thiết nghiệp thiết cự,",設業設虡，
Sùng nha thụ vũ.,崇牙樹羽。
"Ứng điền huyền cổ,",應田縣鼓，
Đào khánh xúc ngữ.,鞉磬柷圉。
"Ký bị nãi tấu,",既備乃奏，
Tiêu quản bị cử.,簫管備舉。
"Hoàng hoàng quyết thanh,",喤喤厥聲，
"Túc ung hoà minh,",肅雝和鳴，
Tiên tổ thị thinh.,先祖是聽。
"Ngã khách lệ chỉ,",我客戾止，
Vĩnh quan quyết thành.,永觀厥成。
Hữu đệ chi đỗ,有杕之杜，
Sinh vu đạo tả.,生于道左。
Bỉ quân tử hề!,彼君子兮，
Thệ khẳng thích ngã.,噬肯適我。
"Trung tâm háo chi,",中心好之，
Hạt ấm tự chi?,曷飲食之？
"Hữu đệ chi đỗ,",有杕之杜，
Sinh vu đạo chu.,生于道周。
Bỉ quân tử hề!,彼君子兮，
Thệ khẳng lai du?,噬肯來遊。
"Trung tâm háo chi,",中心好之，
Hạt ấm tự chi?,曷飲食之？
"Hữu hồ tuy tuy,",有狐綏綏，
Tại bỉ Kỳ lương.,在彼淇梁。
"Tâm chi ưu hĩ,",心之憂矣，
Chi tử vô thường.,之子無裳。
"Hữu hồ tuy tuy,",有狐綏綏，
Tại bỉ Kỳ lệ,在彼淇厲。
"Tâm chi ưu hĩ,",心之憂矣，
Chi tử vô đế.,之子無帶。
"Hữu hồ tuy tuy,",有狐綏綏，
"Tại bỉ Kỳ trắc,",在彼淇側。
"Tâm chi ưu hĩ,",心之憂矣，
Chi tử vô bặc.,之子無服。
"Hữu khách, hữu khách,",有客有客，
Diệc bạch kỳ mã.,亦白其馬。
"Hữu thê hữu thả,",有萋有且，
Đôn trác kỳ lữ.,敦琢其旅。
"Hữu khách túc túc,",有客宿宿，
Hữu khách tín tín.,有客信信。
"Ngôn thụ chi trập,",言授之縶，
Dĩ trập kỳ mã.,以縶其馬。
"Bạc ngôn truy chi,",薄言追之，
Tả hữu tuy chi.,左右綏之。
"Ký hữu dâm uy,",既有淫威，
Giáng phúc khổng di.,降福孔夷。
"Hữu nữ đồng xa,",有女同車，
Nhan như thuấn phô.,顏如舜華。
"Tương ngao tương tường,",將翱將翔，
Bội ngọc quỳnh cư.,佩玉瓊琚。
"Bỉ mỹ Mạnh Khương,",彼美孟姜，
Tuân mỹ thả đô.,洵美且都。
"Hữu nữ đồng hành,",有女同行，
Nhan như thuấn ương.,顏如舜英。
"Tương ngao tương tường,",將翱將翔，
Bội ngọc thương thương.,佩玉將將。
"Bỉ mỹ Mạnh Khương,",彼美孟姜，
Đức âm bất vong.,德音不忘。
"Huýnh chước bỉ hành lạo,",泂酌彼行潦，
"Ấp bỉ chú tư,",挹彼注茲，
Khả dĩ phân xí.,可以饙饎。
"Khải đễ quân tử,",豈弟君子，
Dân chi phụ mẫu.,民之父母。
"Huýnh chước bỉ hành lạo,",泂酌彼行潦，
"Ấp bỉ chú tư,",挹彼注茲，
Khả dĩ trạc lôi.,可以濯罍。
"Khải đễ quân tử,",豈弟君子，
Dân chi du quy.,民之攸歸。
"Huýnh chước bỉ hành lạo,",泂酌彼行潦，
"Ấp bỉ chú tư,",挹彼注茲，
Khả dĩ trạc cái.,可以濯溉。
"Khải đễ quân tử,",豈弟君子，
Dân chi du ký.,民之攸塈。
Kê ký minh hĩ.,「雞既鳴矣，
Triều ký doanh hĩ.,朝既盈矣。」
"Phỉ kê tắc minh,",「匪雞則鳴，
Thương nhăng chi thanh.,蒼蠅之聲。」
Đông phương mang hĩ.,「東方明矣，
Triều ký xương hĩ.,朝既昌矣。」
"Phỉ đông phương tắc mang (minh),",「匪東方則明，
Nguyệt xuất chi quang.,月出之光。」
"Trùng phi hoăng hoăng,",「蟲飛薨薨，
Cam dữ tử đồng mặng.,甘與子同夢；
Hội thả quy hĩ.,會且歸矣，
Vô thứ dư tử tăng.,無庶予子憎！」
"Khải phong tự nam,",凱風自南，
Xuy bỉ cức tâm.,吹彼棘心。
"Cức tâm yêu yêu,",棘心夭夭，
Mẫu thị cù liêu.,母氏劬勞。
"Khải phong tự nam,",凱風自南，
Xuy bỉ cức tân.,吹彼棘薪。
"Mẫu thị thánh thiện,",母氏聖善，
Ngã vô lệnh nhân.,我無令人。
"Viên hữu hàn tuyền,",爰有寒泉，
Tại Tuấn chi hộ.,在浚之下。
"Hữu tử thất nhân,",有子七人，
Mẫu thị lao khổ.,母氏勞苦。
"Diễn quan hoàng điểu,",睍睆黃鳥，
Tái hảo kỳ âm.,載好其音。
"Hữu tử thất nhân,",有子七人，
Mạc uỷ mẫu tâm.,莫慰母心。
"Khảo bàn tại giên,",考槃在澗，
Thạc nhân chi khuyên.,碩人之寬。
"Độc mỵ ngụ ngôn,",獨寐寤言，
Vĩnh thỉ phất huyên.,永矢弗諼。
"Khảo bàn tại a,",考槃在阿，
Thạc nhân chi khoa.,碩人之薖。
"Độc mỵ ngụ ca,",獨寐寤歌，
Vĩnh thỉ phất qua.,永矢弗過。
"Khảo bàn tại lục,",考槃在陸，
Thạc nhân chi trục.,碩人之軸。
"Độc mỵ ngụ túc,",獨寐寤宿，
Vĩnh thỉ phất cốc.,永矢弗告。
"Khâu trung hữu ma,",丘中有麻，
Bỉ lưu Tử Ta.,彼留子嗟。
"Bỉ lưu Tử Ta,",彼留子嗟，
Thương kỳ lai xà xà.,將其來施施。
"Khâu trung hữu mạch,",丘中有麥，
Bỉ lưu Tử Quốc.,彼留子國。
"Bỉ lưu Tử Quốc,",彼留子國，
Thương kỳ lai thực.,將其來食。
"Khâu trung hữu lý,",丘中有李，
Bỉ lưu chi tỷ.,彼留之子。
"Bỉ lưu chi tỷ,",彼留之子，
Di ngã bội kỷ.,貽我佩玖。
"Tử huệ tư ngã,",子惠思我，
Khiên thường thiệp Trăn.,褰裳涉溱。
"Tử bất ngã tư,",子不我思，
Khỉ vô tha nhân?,豈無他人？
Cuồng đồng chi cuồng dã thư!,狂童之狂也且！
"Tử huệ tư ngã,",子惠思我，
Khiên thường thiệp Vĩ.,褰裳涉洧。
"Tử bất ngã tư,",子不我思，
Khỉ vô tha sĩ?,豈無他士。
Cuồng đồng chi cuồng dã thư.,狂童之狂也且！
"Kích cổ kỳ thang,",擊鼓其鏜，
Dũng dược dụng binh.,踴躍用兵。
"Thổ quốc thành Tào,",土國城漕，
Ngã độc nam hành.,我獨南行。
Tùng Tôn Tử Trọng.,從孫子仲，
Bình Trần dữ Tống.,平陳與宋。
Bất ngã dĩ quy,不我以歸，
Ưu tâm hữu sung.,憂心有忡。
"Viên cư viên xử,",爰居爰處？
Viên táng kỳ mã.,爰喪其馬？
"Vu dĩ cầu chi,",于以求之？
Vu lâm chi hạ.,于林之下。
"Tử sinh khiết khoát,",死生契闊，
Dữ tử thành thuyết.,與子成說。
"Chấp tử chi thủ,",執子之手，
Dữ tử giai lão.,與子偕老。
Hu ta khoát hề!,于嗟闊兮，
Bất ngã hoạt hề!,不我活兮。
Hu ta tuân hề!,于嗟洵兮，
Bất ngã thân hề!,不我信兮。
"Kiêm gia thương thương,",蒹葭蒼蒼，
Bạch lộ vi sương.,白露為霜。
"Sở vị y nhân,",所謂伊人，
Tại thuỷ nhất phương.,在水一方。
"Tố hồi tùng chi,",溯洄從之，
"Đạo trở thả trường,",道阻且長；
"Tố du tùng chi,",溯游從之，
Uyển tại thuỷ trung ương.,宛在水中央。
Kiêm gia thê thê,蒹葭萋萋，
Bạch lộ vị hy.,白露未曦。
"Sở vị y nhân,",所謂伊人，
Tại thuỷ chi my.,在水之湄。
"Tố hồi tùng chi,",溯洄從之，
"Đạo trở thả tê,",道阻且躋；
"Tố du tùng chi,",溯游從之，
Uyển tại thuỷ trung trì.,宛在水中坻。
Kiêm gia thể thể,蒹葭采采，
Bạch lộ vị dĩ.,白露未已。
"Sở vị y nhân,",所謂伊人，
Tại thuỷ chi dĩ.,在水之涘。
"Tố hồi tùng chi,",溯洄從之，
"Đạo trở thả vĩ,",道阻且右；
"Tố du tùng chi,",溯游從之，
Uyển tại thuỷ trung chỉ.,宛在水中沚。
"Kính chi kính chi,",敬之敬之，
"Thiên duy hiển tư,",天維顯思，
Mệnh bất dị tai.,命不易哉。
"Vô viết cao cao tại thượng,",無曰高高在上，
"Trắc giáng quyết sĩ,",陟降厥士，
Nhật giám tại tư.,日監在茲。
"Duy dư tiểu tử,",維予小子，
Bất thông kính chỉ.,不聰敬止。
"Nhật tựu nguyệt tương,",日就月將，
Học hữu tập hy vu quang minh.,學有緝熙于光明。
"Bật thì tử kiên,",佛時仔肩，
Thị ngã hiển đức hạnh.,示我顯德行。
Kỳ phủ!,祈父、
Dư vương chi trảo nha.,予王之爪牙。
Hồ chuyển dư vu tuất?,胡轉予于恤、
Mỹ sở chỉ cư.,靡所止居。
"Ký tuý dĩ tửu,",既醉以酒，
Ký bão dĩ đức.,既飽以德。
"Quân tử vạn niên,",君子萬年，
Giới nhĩ cảnh phúc.,介爾景福。
"Ký tuý dĩ tửu,",既醉以酒，
Nhĩ hào ký tương.,爾殽既將。
"Quân tử vạn niên,",君子萬年，
Giới nhĩ chiêu minh.,介爾昭明。
"Chiêu minh hữu dung,",昭明有融，
Cao lãng lệnh chung.,高朗令終。
"Lệnh chung hữu xúc,",令終有俶，
Công thi gia cáo.,公尸嘉告。
Kỳ cáo duy hà?,其告維何？
Biên đậu tĩnh gia.,籩豆靜嘉。
"Bằng hữu du nhiếp,",朋友攸攝，
Nhiếp dĩ uy nghi.,攝以威儀。
"Uy nghi khổng thì,",威儀孔時，
Quân tử hữu hiếu tử.,君子有孝子。
"Hiếu tử bất quỹ,",孝子不匱，
Vĩnh tích nhĩ loại.,永錫爾類。
Kỳ loại duy hà?,其類維何？
Thất gia chi khổn.,室家之壼。
"Quân tử vạn niên,",君子萬年，
Vĩnh tích tộ dận.,永錫祚胤。
Kỳ dận duy hà?,其胤維何？
Thiên bị nhĩ lộc.,天被爾禄。
"Quân tử vạn niên,",君子萬年，
Cảnh mệnh hữu bộc.,景命有僕。
Kỳ bộc duy hà?,其僕維何？
Ly nhĩ nữ sĩ.,釐爾女士。
"Ly nhĩ nữ sĩ,",釐爾女士，
Tòng dĩ tôn tử.,從以孫子。
"Chiêm bỉ Kỳ úc,",瞻彼淇奧，
Lục trúc a a.,綠竹猗猗。
Hữu phỉ quân tử.,有匪君子，
Như thiết như tha.,如切如磋，
Như trác như ma.,如琢如磨。
"Sắt hề, hạn hề!",瑟兮、僴兮，
"Hách hề, hoán hề!",赫兮、咺兮。
"Hữu phỉ quân tử,",有匪君子，
Chung bất khả huyến hề!,終不可諼兮。
"Chiêm bỉ Kỳ úc,",瞻彼淇奧，
Lục trúc tinh tinh.,綠竹青青。
"Hữu phỉ quân tử,",有匪君子，
Sung nhĩ tú doanh.,充耳琇瑩，
"Cối biền như tinh,",會弁如星。
"Sắt hề, hạn hề!",瑟兮、僴兮，
"Hách hề, hoán hề!",赫兮、咺兮。
"Hữu phỉ quân tử,",有匪君子，
Chung bất khả huyến hề!,終不可諼兮。
"Chiêm bỉ Kỳ úc,",瞻彼淇奧，
Lục trúc như trích.,綠竹如簀。
"Hữu phỉ quân tử,",有匪君子，
Như kim như tích.,如金如錫，
"Như khuê như bích,",如圭如璧。
"Khoan hề, xước hề!",寬兮、綽兮，
Y trùng giác hề!,猗重較兮。
Thiện hý hước hề!,善戲謔兮，
Bất vi ngược hề!,不為虐兮。
"Văn Vương ký cần chỉ,",文王既勤止，
Ngã ưng thụ chi.,我應受之。
"Phu thì dịch tư,",敷時繹思，
Ngã tồ duy cầu định.,我徂維求定。
"Thì Chu chi mệnh,",時周之命，
Ô dịch tư.,於繹思。
"Lân chi chỉ,",麟之趾、
Chân chân công tỉ.,振振公子。
Hu ta lân hề!,于嗟麟兮。
"Lân chi đính,",麟之定、
Chân chân công tính.,振振公姓。
Hu ta lân hề!,于嗟麟兮。
"Lân chi lốc,",麟之角、
Chân chân công tộc.,振振公族。
Hu ta lân hề!,于嗟麟兮。
"Lang bạt kỳ hồ,",狼跋其胡、
Tái trí kỳ vĩ.,載疐其尾。
"Công tốn thạc phu,",公孫碩膚、
Xích tích kỷ kỷ.,赤舄几几。
"Lang trí kỳ vĩ,",狼疐其尾、
Tái bạt kỳ hồ.,載跋其胡。
"Công tốn thạc phu,",公孫碩膚、
Đức âm bất hồ.,德音不瑕。
"Liệt văn bích công,",烈文辟公，
